,sameOther,otherOther,otherSame,sameSame
0,0.04443791275634326,-0.0070573839937434265,0.05209322862356626,0.04510344977407022
1,0.010495524852276587,0.05684689998262067,0.06762636861313866,0.023604394768856382
2,0.017072753736531058,0.036596161366006234,0.04562616223496697,-0.008217294490789014
3,-0.016253736531108866,-0.03803499739311776,-0.02794976320820296,-0.015157618613138682
4,0.022491875217240283,0.044420587851929136,0.03606345585679538,0.02338412408759119
5,-0.0003860901112269404,0.02290685827250611,-0.003902437434827957,0.005461266075773428
6,-0.0019941996871741603,0.021251955161626646,0.02663063738269032,-0.0684337200208553
7,0.002848442387904074,-0.010812119829683643,-0.007149320038234294,0.020580444038929325
8,0.018801409888772973,0.03668038538408061,0.05393123262078518,0.0008062652068126191
9,-0.04716388599235323,0.036332040754257874,0.012082877128953857,0.017435566562391383
10,0.03192106578032688,0.045173325078206386,0.05871717500868955,0.030052506951685726
11,-0.014506701859576013,0.013389935262426208,-0.04556311913451519,0.004168024417796336
12,0.007723594456030525,0.05092357490441432,0.045024928310740335,0.0015146745742092445
13,0.008598116527632961,0.02087211070559621,0.020790059089329127,0.06189066301703172
14,-0.013582877128953844,0.019613953336809282,0.0012162191518943234,0.02400594151894334
15,0.026444245307612142,0.0021476472888425067,-0.009413603580118193,0.012449437347931957
16,-0.015351288234271818,0.03381632342718116,0.021593988964198826,0.017234662843239483
17,0.011573698731317356,0.016906488964198836,0.031499837069864436,0.026755050834202338
18,0.017706356447688552,-0.010479449078901658,0.03415251346889115,0.008392618178658315
19,-0.011435360184219636,0.053544773201251165,0.027526970368439308,0.029059936565867174
20,-0.01757416579770594,0.009419088894681984,-0.040299595933263765,-0.029688325512686894
21,0.02523490180743835,0.010077022506082764,-0.018025373653110896,0.01615866136600629
22,0.00942396593673972,0.03249189694125835,0.032939791883906916,-0.0034176116614529073
23,-0.015644595064303057,0.01115077554744507,0.0364909953945082,0.012744101929092786
24,-0.004940990654722339,0.017411340332417032,-0.037338098792934565,0.005034311111637763
25,-0.01574182090719499,0.0793424031108796,0.09439751694473393,-0.0032828901633645807
26,0.008517878866875179,0.03809280500521375,0.047592544316996915,0.00885285236357322
27,0.0016390988877302845,-0.013380941518943264,0.016907227580813325,-0.02892128302050748
28,0.061126336027111726,0.011707681612791208,0.04246831551963861,0.04361142248870361
29,-0.027868678310740296,0.02807791319082376,0.035624065867222755,-0.014812652068126491
30,0.023868678310740386,0.03799361313868612,0.05472306221758788,-0.0020759145811610033
31,0.03742760470976704,0.03163168013555788,0.03630676485922831,-0.02382110271115744
32,-0.027524124522071574,0.023147962287104664,-0.00856152241918665,-0.03866954509906158
33,0.007032205856795235,-0.02042471541536326,0.0318514728884254,0.013777220194647204
34,0.01889922228015301,0.02647457203684392,0.029105296315606526,-0.002994416927354913
35,-0.010347529979144928,-0.0277022614702815,0.014797608185609988,-0.06690757516510237
36,-0.04380568952033368,0.038924552485227866,-0.028099778415015517,0.027272245394508208
37,0.03383840589155368,0.018302659019812303,0.033759178397636515,0.015712797619047602
38,-0.019937043795620432,0.05361877606882192,0.030970324991310427,0.01821284106708377
39,0.012032347062912762,0.011571928223844287,0.057572297532151484,0.014335245046923888
